GUIDELINE	REFERENCE_TABLE	ORGANISM_CODE	ORGANISM_CODE_TYPE	EXCEPTION_ORGANISM_CODE	EXCEPTION_ORGANISM_CODE_TYPE	ABX_CODE	ABX_CODE_TYPE	ANTIBIOTIC_EXCEPTIONS	DATE_ENTERED	DATE_MODIFIED	COMMENTS
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			AMC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			SAM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			TIC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			PIP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			TZP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			CRO	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			CTX	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			ATM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			ETP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			IPM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			MEM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			J01G	ATC_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			SXT	WHONET_ABX_CODE		2021-01-01	2024-04-12	
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			FOS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	pma	WHONET_ORG_CODE			TCY	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	hin	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	hin	WHONET_ORG_CODE			J01FG	ATC_CODE		2021-01-01		
EUCAST	Other gram-negatives	bca	WHONET_ORG_CODE			TMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	NE-	GENUS_CODE			TMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	cfe	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	cfe	WHONET_ORG_CODE			J01FG	ATC_CODE		2021-01-01		
EUCAST	Other gram-negatives	cfe	WHONET_ORG_CODE			TMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	cfe	WHONET_ORG_CODE			NAL	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	caj	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	caj	WHONET_ORG_CODE			J01FG	ATC_CODE		2021-01-01		
EUCAST	Other gram-negatives	caj	WHONET_ORG_CODE			TMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	cco	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Other gram-negatives	cco	WHONET_ORG_CODE			J01FG	ATC_CODE		2021-01-01		
EUCAST	Other gram-negatives	cco	WHONET_ORG_CODE			TMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sap	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sap	WHONET_ORG_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sap	WHONET_ORG_CODE			FOS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sap	WHONET_ORG_CODE			NOV	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	stc	WHONET_ORG_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	stc	WHONET_ORG_CODE			NOV	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sxy	WHONET_ORG_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sxy	WHONET_ORG_CODE			NOV	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sca	WHONET_ORG_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sca	WHONET_ORG_CODE			FOS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	scn	WHONET_ORG_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	sau	WHONET_ORG_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	STR	GENUS_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	STR	GENUS_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	STR	GENUS_CODE			J01G	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01DB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01DC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01DD	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01DE	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			BPR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			CPT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			FAR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			FDC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			CZT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01FA	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			CLI	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			QDA	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01EB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01EC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efa	WHONET_ORG_CODE			J01ED	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01DB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01DC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01DD	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01DE	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			BPR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			CPT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			FAR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			FDC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			CZT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01FA	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			CLI	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			QDA	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01EB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01EC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	ega	WHONET_ORG_CODE			J01ED	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01DB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01DC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01DD	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01DE	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			BPR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			CPT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			FAR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			FDC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			CZT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01FA	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			CLI	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			QDA	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01EB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01EC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	eca	WHONET_ORG_CODE			J01ED	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01DB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01DC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01DD	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01DE	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			BPR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			CPT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			FAR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			FDC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			CZT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01FA	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01EB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01EC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	efm	WHONET_ORG_CODE			J01ED	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	COR	GENUS_CODE			FOS	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			J01DB	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			J01DC	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			J01DD	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			J01DE	ATC_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			BPR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			CPT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			FAR	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			FDC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	lmo	WHONET_ORG_CODE			CZT	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	LEU	GENUS_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	LEU	GENUS_CODE			TEC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	PED	GENUS_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	PED	GENUS_CODE			TEC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	LAC	GENUS_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
EUCAST	Gram-positive bacteria	LAC	GENUS_CODE			TEC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Anaerobes	cra	WHONET_ORG_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
EUCAST	Anaerobes	cic	WHONET_ORG_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	hal	WHONET_ORG_CODE			COL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	hal	WHONET_ORG_CODE			POL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	hfv	WHONET_ORG_CODE			COL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	hfv	WHONET_ORG_CODE			POL	WHONET_ABX_CODE		2021-01-01		
EUCAST	Enterobacterales	ci9	WHONET_ORG_CODE			AMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Enterobacterales	ci9	WHONET_ORG_CODE			AMX	WHONET_ABX_CODE		2021-01-01		
EUCAST	Enterobacterales	ci9	WHONET_ORG_CODE			TIC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			AMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			AMX	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			AMC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			SAM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			TIC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			TCC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			CTX	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			CRO	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			FEP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			ATM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			ETP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			IPM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	ela	WHONET_ORG_CODE			MEM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			AMP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			AMX	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			AMC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			SAM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			TIC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			TCC	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			CTX	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			CRO	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			CAZ	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			ATM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			ETP	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			IPM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			MEM	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			J01G	ATC_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			POL	WHONET_ABX_CODE		2021-01-01		
EUCAST	Non-fermentative gram-negative bacteria	CHB	GENUS_CODE			COL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			AMP	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			AMC	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			CZO	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			CEP	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			J01AA	ATC_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			TGC	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			NIT	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			POL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterobacterales	psu	WHONET_ORG_CODE			COL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efa	WHONET_ORG_CODE			ATM	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efa	WHONET_ORG_CODE			POL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efa	WHONET_ORG_CODE			COL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efa	WHONET_ORG_CODE			NAL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efm	WHONET_ORG_CODE			ATM	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efm	WHONET_ORG_CODE			POL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efm	WHONET_ORG_CODE			COL	WHONET_ABX_CODE		2021-01-01		
CLSI	Enterococcus spp.	efm	WHONET_ORG_CODE			NAL	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			PEN	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			CEP	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			CZO	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			CXM	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			FOX	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			CTT	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			CLI	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			DAP	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			LNZ	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			ERY	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			AZM	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			CLR	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			QDA	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	aba	WHONET_ORG_CODE			RIF	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			PEN	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			CEP	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			CZO	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			CXM	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			FOX	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			CTT	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			CLI	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			DAP	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			FUS	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			VAN	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			LNZ	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			ERY	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			AZM	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			CLR	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			QDA	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	ABX	SPECIES_GROUP			RIF	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			PEN	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			CEP	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			CZO	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			CXM	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			FOX	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			CTT	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			CLI	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			DAP	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			FUS	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			VAN	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			LNZ	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			ERY	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			AZM	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			CLR	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			QDA	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	BCX	SPECIES_GROUP			RIF	WHONET_ABX_CODE		2021-01-01	2024-04-18	
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			PEN	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			CEP	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			CZO	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			CXM	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			FOX	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			CTT	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			CLI	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			DAP	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			FUS	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			VAN	WHONET_ABX_CODE		2021-01-01		
CLSI	Non-Enterobacterales	pae	WHONET_ORG_CODE			LNZ	WHONET_ABX_CODE		2021-01-01		
